mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.7425823211669922,0.04262827218502677,0.030618572235107423,0.0008149065644520169,40,20,False,"{'bootstrap': False, 'max_features': 40, 'n_estimators': 20}",0.958599695585997,0.9643835616438357,0.9680365296803652,0.9732115677321157,0.9677222898903776,0.9663907289065381,0.004811122067617209,14,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.0416117668151856,0.011102128043589765,0.03797998428344727,0.0008953565821615737,40,30,False,"{'bootstrap': False, 'max_features': 40, 'n_estimators': 30}",0.958599695585997,0.9640791476407915,0.9686453576864535,0.9729071537290715,0.9683313032886723,0.9665125315861971,0.0048431890531264715,13,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.43220033645629885,0.0036879142355535893,0.021396541595458986,0.0004906952221488429,50,10,False,"{'bootstrap': False, 'max_features': 50, 'n_estimators': 10}",0.9595129375951293,0.9640791476407915,0.9659056316590563,0.9713850837138508,0.9665042630937881,0.9654774127405232,0.0038384496471475585,18,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.830623722076416,0.005598838972018151,0.030364465713500977,0.0013670771587684085,50,20,False,"{'bootstrap': False, 'max_features': 50, 'n_estimators': 20}",0.9592085235920852,0.9634703196347032,0.9665144596651446,0.9729071537290715,0.9689403166869671,0.9662081546615943,0.004667455331074081,15,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.279225969314575,0.05364280877979491,0.037773847579956055,0.0007418664167674736,50,30,False,"{'bootstrap': False, 'max_features': 50, 'n_estimators': 30}",0.9582952815829529,0.9640791476407915,0.967427701674277,0.9726027397260274,0.968026796589525,0.9660863334427147,0.004748841979491659,16,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.5098339080810547,0.007946820507787493,0.02276611328125,0.0011609480856402598,60,10,False,"{'bootstrap': False, 'max_features': 60, 'n_estimators': 10}",0.9592085235920852,0.9643835616438357,0.9680365296803652,0.9698630136986301,0.9637637028014616,0.9650510662832754,0.0036961061104861114,20,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.0217992305755614,0.03495680003056054,0.03099851608276367,0.001111500270350861,60,20,False,"{'bootstrap': False, 'max_features': 60, 'n_estimators': 20}",0.9579908675799087,0.963165905631659,0.9671232876712329,0.9707762557077626,0.9665042630937881,0.9651121159368703,0.004302680037127002,19,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.476218843460083,0.03556910558193951,0.0390012264251709,0.0010932159559435034,60,30,False,"{'bootstrap': False, 'max_features': 60, 'n_estimators': 30}",0.9579908675799087,0.9628614916286149,0.9662100456621004,0.9710806697108066,0.9649817295980512,0.9646249608358964,0.004276376314303459,21,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.6946255683898925,0.014240942571045386,0.02217416763305664,0.00041198262459251294,86,10,False,"{'bootstrap': False, 'max_features': 86, 'n_estimators': 10}",0.9561643835616438,0.9625570776255707,0.9656012176560121,0.9668188736681887,0.9622411693057247,0.962676544363428,0.0036966110963436174,22,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.433215045928955,0.10113826141784213,0.03437409400939941,0.005568127006875761,86,20,False,"{'bootstrap': False, 'max_features': 86, 'n_estimators': 20}",0.9570776255707762,0.9613394216133943,0.9646879756468798,0.9671232876712329,0.9625456760048721,0.962554797301431,0.003373371771408236,23,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
2.034211254119873,0.028040839829050375,0.042789459228515625,0.010147866910086407,86,30,False,"{'bootstrap': False, 'max_features': 86, 'n_estimators': 30}",0.9561643835616438,0.960730593607306,0.9646879756468798,0.9665144596651446,0.9619366626065774,0.9620068150175104,0.003557390907812896,24,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
